action_taken,loan_type,loan_amount,income,debt_to_income_ratio,loan_to_value_ratio,interest_rate,property_value,loan_term,loan_type.1,loan_purpose,occupancy_type,applicant_age,negative_amortization,rate_spread,derived_race_2 or more minority races,derived_race_American Indian or Alaska Native,derived_race_Asian,derived_race_Black or African American,derived_race_Free Form Text Only,derived_race_Joint,derived_race_Native Hawaiian or Other Pacific Islander,derived_race_Race Not Available,derived_race_White,derived_sex_Female,derived_sex_Joint,derived_sex_Male,derived_sex_Sex Not Available,y_pred
1,1,105000.0,222.0,25.0,74.394,2.99,535000.0,120.0,1,4,1,40.0,2,-1.04,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,85000.0,212.0,25.0,83.0,,585000.0,,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,175000.0,81.0,36.0,96.5,4.5,175000.0,360.0,2,1,1,30.0,2,1.433,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,505000.0,321.0,33.0,35.97,3.49,1395000.0,360.0,1,31,1,80.0,2,-0.79,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,365000.0,136.0,33.0,61.538,3.75,585000.0,240.0,1,32,1,40.0,2,0.613,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,35000.0,156.0,25.0,60.95,,615000.0,240.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,595000.0,133.0,43.0,73.889,,795000.0,360.0,1,31,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,485000.0,424.0,25.0,60.385,3.75,1305000.0,360.0,1,32,1,50.0,2,-0.24,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,105000.0,52.0,25.0,58.82,,175000.0,180.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,45000.0,42.0,25.0,118.8,,55000.0,180.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,95000.0,85.0,,,,,,1,32,1,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,65000.0,182.0,,,,,,1,1,2,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,55000.0,31.0,,,,,,1,1,1,40.0,1111,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
4,3,305000.0,137.0,,,,,360.0,3,1,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,2,445000.0,969.0,10.0,96.5,,455000.0,360.0,2,1,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,405000.0,230.0,25.0,78.0,3.875,525000.0,360.0,1,31,1,40.0,2,0.29213,False,False,False,False,False,False,False,False,True,False,True,False,False,1
6,1,355000.0,163.0,,,4.5,705000.0,360.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,85000.0,125.0,25.0,34.246,,245000.0,180.0,1,31,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,725000.0,266.0,42.0,88.889,,815000.0,360.0,1,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,115000.0,142.0,,,,,,1,31,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,305000.0,99.0,39.0,96.5,4.125,315000.0,360.0,2,1,1,40.0,2,1.627,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,155000.0,94.0,25.0,20.27,4.75,745000.0,360.0,1,4,1,60.0,2,0.471,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,65000.0,151.0,,,,,,1,2,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
6,1,235000.0,88.0,,,4.75,695000.0,360.0,1,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,155000.0,160.0,10.0,25.1,1.99,595000.0,360.0,1,31,1,50.0,2,-2.63,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,35000.0,133.0,,,,,240.0,1,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,15000.0,17.0,25.0,33.333,,45000.0,240.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,165000.0,183.0,25.0,70.26,,235000.0,180.0,1,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,55000.0,305.0,33.0,78.7,,525000.0,360.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,425000.0,131.0,25.0,75.221,3.875,565000.0,360.0,1,31,1,40.0,2,0.291,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,445000.0,261.0,33.0,69.29,3.875,635000.0,360.0,1,31,1,40.0,2,0.329,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,45000.0,200.0,25.0,76.43,5.25,695000.0,240.0,1,32,1,40.0,2,0.992,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,208.0,25.0,36.51,3.49,495000.0,360.0,1,4,1,60.0,2,-0.79,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,45000.0,44.0,25.0,75.0,,65000.0,180.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,425000.0,251.0,25.0,73.043,3.625,575000.0,240.0,1,32,1,40.0,2,0.559,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,475000.0,346.0,33.0,78.4,4.25,1275000.0,355.0,1,31,1,70.0,2,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,4,115000.0,45.0,33.0,101.009,4.5,115000.0,360.0,4,1,1,40.0,2,1.079,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,3,195000.0,63.0,36.0,,3.99,195000.0,360.0,3,1,1,30.0,2,0.445,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,205000.0,280.0,10.0,85.106,,235000.0,360.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,205000.0,124.0,33.0,57.0,4.375,425000.0,360.0,1,4,1,70.0,2,0.61437,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,755000.0,131.0,42.0,57.692,3.75,1305000.0,360.0,1,32,1,40.0,2,0.166,False,False,False,False,False,False,False,False,True,False,True,False,False,1
5,1,55000.0,140.0,,,,,361.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,35000.0,147.0,,,,,360.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,4,75000.0,51.0,33.0,79.21,,75000.0,,4,1,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,3,145000.0,96.0,25.0,100.0,5.0,145000.0,360.0,3,1,1,30.0,2,0.4375,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,205000.0,172.0,,,,,360.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,75000.0,53.0,41.0,68.182,,115000.0,180.0,1,4,1,23.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,55000.0,216.0,36.0,79.99,3.99,605000.0,360.0,1,2,1,40.0,2,-0.62,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,255000.0,126.0,33.0,25.0,,1005000.0,240.0,1,32,1,70.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,55000.0,147.0,25.0,,,,240.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,145000.0,269.0,25.0,89.8478,,465000.0,180.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,201.0,33.0,82.051,2.99,625000.0,180.0,1,4,1,40.0,2,-1.02,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,425000.0,192.0,25.0,61.6,3.0,695000.0,360.0,1,32,1,30.0,2,-0.311,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,355000.0,0.0,,,4.625,,360.0,2,31,1,40.0,2,1.502,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,485000.0,218.0,10.0,65.986,3.625,735000.0,360.0,1,31,1,40.0,2,0.046,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,605000.0,,43.0,70.11,,1075000.0,360.0,1,31,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,315000.0,217.0,25.0,66.526,3.25,475000.0,180.0,1,31,1,30.0,2,0.322,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,212.0,45.0,57.746,5.25,665000.0,360.0,1,4,1,50.0,2,1.0,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,315000.0,160.0,33.0,69.999,,455000.0,180.0,1,31,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,2,105000.0,44.0,25.0,92.0,4.625,105000.0,360.0,2,1,1,30.0,2,2.157,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,505000.0,1113.0,33.0,56.71,5.375,3735000.0,361.0,1,32,1,50.0,2,0.445,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,355000.0,204.0,,,,,,1,1,1,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,285000.0,234.0,,,,,,1,32,1,30.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,35000.0,138.0,25.0,112.33,,405000.0,240.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,405000.0,150.0,40.0,57.857,4.625,705000.0,360.0,1,32,1,50.0,2,-0.277,False,False,False,False,False,False,False,False,True,False,True,False,False,1
5,1,35000.0,31.0,,,,,120.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,205000.0,158.0,10.0,49.294,3.625,415000.0,311.0,1,31,1,60.0,2,-0.146,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,1225000.0,308.0,33.0,35.0,,3505000.0,360.0,1,31,1,50.0,2,,False,False,False,True,False,False,False,False,False,False,True,False,False,1
1,1,35000.0,131.0,33.0,80.0,4.49,465000.0,360.0,1,2,1,40.0,2,-0.65,False,False,False,False,False,False,False,True,False,True,False,False,False,1
1,1,255000.0,447.0,38.0,67.11,5.51,2105000.0,361.0,1,2,1,40.0,2,1.07,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,1275000.0,,,,,5495000.0,360.0,1,32,3,50.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
6,1,325000.0,306.0,,,4.125,535000.0,240.0,1,32,1,,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,615000.0,199.0,,,,,,1,1,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,155000.0,170.0,33.0,46.47,3.85,865000.0,300.0,1,4,1,40.0,2,-0.661,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,125000.0,84.0,33.0,90.0,4.875,135000.0,360.0,2,1,1,30.0,2,0.704,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,75000.0,40.0,,,,,180.0,1,31,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,155000.0,201.0,33.0,68.34,4.49,485000.0,360.0,1,2,1,60.0,2,-0.65,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,35000.0,81.0,33.0,39.99,3.99,155000.0,60.0,1,4,1,30.0,2,0.03,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,180.0,33.0,39.68,4.7,255000.0,360.0,1,2,1,60.0,2,0.25,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,755000.0,194.0,41.0,86.487,3.75,875000.0,360.0,2,32,1,40.0,2,0.813,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,2605000.0,936.0,41.0,34.67,3.125,7505000.0,360.0,1,31,2,60.0,2,-0.376,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,345000.0,,,,,755000.0,361.0,1,2,1,50.0,2,,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1,1,145000.0,60.0,40.0,80.0,4.25,185000.0,240.0,1,1,1,30.0,2,1.028,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,35000.0,195.0,25.0,76.95,,205000.0,360.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,47.0,40.0,38.46,4.375,265000.0,180.0,1,4,1,40.0,2,0.505,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,355000.0,144.0,,,,,,1,1,1,30.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,1,55000.0,92.0,,,,,,1,1,1,70.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1935000.0,1220.0,10.0,72.97,2.25,2655000.0,360.0,1,31,1,40.0,2,-1.098,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,615000.0,267.0,25.0,77.0,3.875,805000.0,360.0,1,31,1,40.0,2,0.281,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,105000.0,230.0,33.0,80.2,,735000.0,360.0,1,2,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,765000.0,574.0,10.0,56.296,2.875,1355000.0,360.0,1,31,1,40.0,2,-0.688,False,False,False,False,False,False,False,True,False,False,True,False,False,1
1,1,455000.0,81.0,33.0,59.0,3.875,775000.0,360.0,1,32,1,30.0,2,0.253,False,False,False,True,False,False,False,False,False,False,False,True,False,1
1,1,525000.0,181.0,33.0,80.0,4.5,655000.0,360.0,1,32,1,30.0,2,0.129,False,False,False,True,False,False,False,False,False,False,True,False,False,1
1,1,1185000.0,416.0,40.0,75.0,4.125,1575000.0,360.0,1,32,1,40.0,2,0.1,False,False,False,False,False,False,False,False,True,False,False,True,False,1
4,1,145000.0,65.0,,,,,180.0,1,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,305000.0,168.0,25.0,60.0,,505000.0,180.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,745000.0,944.0,25.0,33.0,4.375,2305000.0,360.0,1,31,2,50.0,2,0.044,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,295000.0,168.0,36.0,43.068,2.99,675000.0,360.0,1,32,1,30.0,2,-2.31,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,4,125000.0,52.0,40.0,99.844,4.25,135000.0,360.0,4,1,1,40.0,2,1.228,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,1305000.0,565.0,25.0,70.27,3.375,1805000.0,360.0,1,32,1,50.0,2,-0.147,False,False,False,False,False,False,False,True,False,False,False,False,True,1
3,1,85000.0,204.0,10.0,15.455,,555000.0,360.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,185000.0,87.0,,,,,360.0,1,4,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,75000.0,270.0,33.0,79.99,4.49,735000.0,360.0,1,2,1,40.0,2,-0.66,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,3,325000.0,,,,,,360.0,3,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,245000.0,91.0,38.0,32.72,,745000.0,360.0,1,4,1,50.0,2,,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1,1,545000.0,246.0,25.0,18.62,2.9,2905000.0,360.0,1,32,1,60.0,2,-0.3242,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,265000.0,242.0,,,,,,1,31,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,105000.0,636.0,33.0,78.18,,805000.0,360.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,2,135000.0,129.0,25.0,96.5,4.375,145000.0,360.0,2,1,1,40.0,2,1.382,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,2,65000.0,70.0,10.0,96.499,4.0,65000.0,360.0,2,1,1,30.0,2,1.171,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,65000.0,57.0,25.0,5.04,,1185000.0,360.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,3,265000.0,160.0,10.0,100.0,3.5,255000.0,360.0,3,1,1,50.0,2,-0.284,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,405000.0,175.0,,,,1605000.0,240.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,225000.0,97.0,25.0,64.286,,355000.0,180.0,1,1,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,15000.0,164.0,25.0,82.39,,275000.0,300.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,105000.0,400.0,10.0,7.05,,1415000.0,360.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,1,415000.0,86.0,37.0,74.732,3.75,565000.0,360.0,1,31,1,23.0,2,0.331,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,1575000.0,1289.0,10.0,63.47,2.65,2485000.0,360.0,1,31,1,40.0,2,-0.098,False,False,True,False,False,False,False,False,False,False,True,False,False,1
3,1,215000.0,144.0,25.0,71.667,,305000.0,180.0,1,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,425000.0,199.0,33.0,90.66,4.75,465000.0,360.0,2,31,1,50.0,2,0.7907,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,35000.0,103.0,10.0,47.143,,75000.0,120.0,1,31,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,425000.0,114.0,33.0,63.731,3.875,675000.0,360.0,1,32,1,40.0,2,-0.205,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,55000.0,62.0,36.0,60.96,3.99,265000.0,360.0,1,4,1,60.0,2,-0.41,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,35000.0,100.0,25.0,59.34,,225000.0,360.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,65000.0,90.0,36.0,35.59,,175000.0,180.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,2,295000.0,87.0,25.0,85.0,,405000.0,360.0,2,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,425000.0,242.0,25.0,,3.75,535000.0,360.0,1,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,15000.0,133.0,10.0,3.0,,525000.0,120.0,1,1,1,30.0,2,,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,1,125000.0,172.0,10.0,13.889,3.875,905000.0,360.0,1,32,1,70.0,2,-0.19,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,765000.0,900.0,25.0,53.018,2.95,1455000.0,360.0,1,31,2,60.0,2,-0.143,False,False,False,False,False,False,False,True,False,False,False,False,True,1
4,1,335000.0,111.0,,,,,,1,1,1,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,405000.0,80.0,39.0,42.316,4.5,955000.0,360.0,1,31,1,50.0,2,0.138,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,185000.0,110.0,,,,,360.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,485000.0,171.0,,,,,,1,32,1,30.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,475000.0,127.0,38.0,96.5,4.625,485000.0,360.0,2,1,1,30.0,2,1.155,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1865000.0,2249.0,10.0,63.59,3.75,2925000.0,360.0,1,4,2,60.0,2,-1.146,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,15000.0,100.0,33.0,15.3,3.95,115000.0,60.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,3,155000.0,60.0,,,,,240.0,3,1,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,455000.0,312.0,33.0,31.03,3.99,1455000.0,360.0,1,4,1,50.0,2,1.59,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,315000.0,325.0,10.0,44.413,3.25,695000.0,180.0,1,31,1,50.0,2,0.265,False,False,False,False,False,False,False,False,True,False,True,False,False,1
6,1,225000.0,107.0,,,4.125,575000.0,360.0,1,2,1,70.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,265000.0,0.0,10.0,50.485,,515000.0,360.0,1,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,105000.0,165.0,10.0,44.56,,465000.0,360.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,355000.0,300.0,25.0,75.84,5.09,615000.0,360.0,1,4,1,60.0,2,0.52,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,85000.0,46.0,,,,,,1,2,1,50.0,1111,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
5,2,135000.0,46.0,,,,,180.0,2,31,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,855000.0,224.0,37.0,70.0,4.625,1225000.0,360.0,1,32,1,30.0,2,0.18,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,275000.0,271.0,25.0,79.0,3.75,355000.0,360.0,1,31,1,30.0,2,0.277,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,615000.0,253.0,25.0,52.0,4.125,1195000.0,360.0,1,32,1,60.0,2,0.07593,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,205000.0,95.0,25.0,33.333,,605000.0,,1,2,1,30.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
6,1,355000.0,102.0,,,4.999,445000.0,360.0,1,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,4,125000.0,68.0,25.0,99.354,4.125,125000.0,360.0,4,1,1,30.0,2,0.513,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,55000.0,118.0,25.0,82.769,,495000.0,360.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,4,95000.0,0.0,10.0,100.0,,95000.0,360.0,4,1,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,35000.0,101.0,33.0,124.07,,135000.0,240.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
